RFP % Present,RFP Last Status,RFP Last Internal Rating,RFP Last TRACK Score,RFP Tech Ability,RFP Learnability,Last Graduation,RFP Communicability,RFP Avg TRACK Score,TechCategory,Year,Practice Head
98.0,0,2,3.73,1.32,1.5,4,0.79,3.61,2,2022.0,0
100.0,0,2,4.1,1.69,1.65,4,0.73,4.07,2,2018.0,3
100.0,0,2,4.15,1.54,1.45,0,0.74,3.72,0,2013.0,2
93.0,2,3,4.45,1.62,1.62,3,0.82,4.06,2,2021.0,2
92.0,0,3,3.87,1.34,1.64,5,0.84,3.82,2,2021.0,4
80.0,0,3,3.34,1.34,1.63,3,0.91,3.88,2,2021.0,3
78.0,0,2,3.82,1.33,1.48,4,0.75,3.55,2,2022.0,3
84.0,0,3,3.88,1.54,1.53,9,0.82,3.88,0,2020.0,4
97.0,0,2,3.97,1.5,1.64,3,0.72,3.85,0,2019.0,3
100.0,0,2,4.04,1.58,1.63,4,0.7,3.91,2,2021.0,3
90.0,0,3,4.19,1.51,1.66,3,0.89,4.07,2,2019.0,0
97.0,1,2,3.62,1.4,1.4,0,0.85,3.65,0,2015.0,4
89.0,0,2,3.69,1.37,1.52,4,0.8,3.69,2,2018.0,4
66.0,0,3,4.34,1.44,1.61,3,0.91,3.96,0,2021.0,3
95.0,1,2,3.33,1.31,1.32,4,0.83,3.46,2,2020.0,2
97.0,0,3,3.63,1.39,1.53,2,0.75,3.66,2,2020.0,4
74.0,0,2,3.41,1.29,1.41,5,0.74,3.43,0,2016.0,3
96.0,2,3,3.8,1.48,1.47,4,0.74,3.69,2,2019.0,3
90.0,0,2,3.89,1.54,1.56,2,0.79,3.89,2,2019.0,0
99.0,0,2,3.68,1.34,1.5,5,0.85,3.68,0,2018.0,0
72.0,1,3,3.33,1.31,1.33,0,0.7,3.34,1,2022.0,0
74.0,1,2,3.26,1.31,1.38,4,0.72,3.41,1,2022.0,0
91.0,1,2,2.7,0.93,1.16,0,0.56,2.65,1,2015.0,0
86.0,0,3,3.84,1.48,1.63,4,0.78,3.89,2,2021.0,4
94.0,0,3,3.64,1.48,1.48,3,0.81,3.77,0,2017.0,4
100.0,1,2,3.53,1.39,1.54,4,0.78,3.71,0,2017.0,1
95.0,1,2,3.26,1.2,1.5,4,0.79,3.49,2,2018.0,0
96.0,1,2,3.33,1.27,1.45,3,0.79,3.51,3,2021.0,0
96.0,1,2,3.2,1.31,1.42,4,0.69,3.42,3,2021.0,0
98.0,1,2,3.33,1.34,1.5,3,0.71,3.55,3,2017.0,0
39.0,0,3,3.34,1.38,1.69,3,0.82,3.88,2,2018.0,0
96.0,0,2,4.04,1.51,1.49,4,0.81,3.81,2,2021.0,2
94.0,0,2,3.34,1.42,1.54,7,0.78,3.75,2,2020.0,1
100.0,0,3,4.0,1.18,1.53,3,0.85,3.45,0,2020.0,4
51.0,2,3,3.34,1.58,1.63,5,0.88,4.09,2,2019.0,4
96.0,0,2,3.34,1.68,1.8,4,0.9,4.38,2,2019.0,1
98.0,1,2,3.39,1.19,1.53,3,0.84,3.56,0,2020.0,1
85.0,0,2,3.8,1.39,1.58,3,0.88,3.85,2,2017.0,2
52.0,1,4,3.34,1.02,1.11,3,0.59,2.72,1,2020.0,0
80.0,0,3,3.89,1.25,1.61,3,0.83,3.68,1,2017.0,4
94.0,0,2,3.62,1.33,1.46,0,0.84,3.62,0,2020.0,2
60.0,2,3,3.34,1.43,1.66,3,0.93,4.02,2,2021.0,4
100.0,1,2,3.34,1.32,1.47,5,0.71,3.49,2,2018.0,0
63.0,0,2,4.0,1.3,1.49,3,0.83,3.62,2,2020.0,0
100.0,0,2,3.78,1.49,1.58,5,0.9,3.97,2,2018.0,4
100.0,2,3,4.58,1.75,1.73,4,0.94,4.42,2,2020.0,0
98.0,1,2,3.27,0.86,1.07,4,0.65,2.58,1,2018.0,4
90.0,0,2,3.6,1.3,1.45,3,0.85,3.6,2,2018.0,2
88.0,0,3,3.96,1.52,1.65,4,0.77,3.94,0,2015.0,1
100.0,0,3,4.04,1.55,1.62,4,0.84,4.01,2,2019.0,2
94.0,0,3,4.04,1.65,1.64,5,0.87,4.17,0,2020.0,2
59.0,0,2,3.54,1.27,1.42,0,0.74,3.43,0,2018.0,0
82.0,2,0,3.34,1.63,1.76,3,0.88,4.26,2,2020.0,1
55.0,1,4,3.02,1.28,1.26,0,0.72,3.26,0,2020.0,0
60.0,0,2,3.61,1.24,1.48,5,0.77,3.48,1,2020.0,0
83.0,1,2,3.13,1.25,1.3,4,0.75,3.3,0,2020.0,2
98.0,0,3,3.78,1.43,1.68,0,0.94,4.05,2,2019.0,4
96.0,1,4,3.0,1.2,1.32,4,0.71,3.23,2,2019.0,2
54.0,0,2,3.52,1.33,1.42,4,0.74,3.49,0,2016.0,0
100.0,0,2,3.75,1.7,1.78,5,0.89,4.37,2,2019.0,1
96.0,1,4,3.2,1.18,1.31,4,0.68,3.16,1,2018.0,2
100.0,1,2,3.37,1.59,1.67,4,0.82,4.07,0,2020.0,1
100.0,0,2,3.35,1.24,1.35,4,0.81,3.39,0,2018.0,2
81.0,1,4,3.0,1.17,1.37,5,0.72,3.26,1,2019.0,2
98.0,0,2,3.34,1.44,1.55,4,0.77,3.76,2,2020.0,1
75.0,2,3,3.34,1.45,1.67,3,0.98,4.1,2,2018.0,4
84.0,0,3,3.92,1.52,1.65,5,0.93,4.1,0,2019.0,4
98.0,0,3,4.16,1.64,1.66,4,0.83,4.12,2,2019.0,2
66.0,2,3,3.34,1.63,1.65,4,0.83,4.11,2,2018.0,1
94.0,1,2,3.25,1.32,1.43,5,0.77,3.52,2,2019.0,4
87.0,1,0,2.03,1.25,1.3,3,0.71,3.26,0,2020.0,4
98.0,0,2,4.09,1.45,1.62,3,0.84,3.9,0,2018.0,1
85.0,0,2,3.45,1.43,1.42,4,0.65,3.5,2,2018.0,0
98.0,0,3,4.24,1.64,1.62,4,0.78,4.03,2,2018.0,2
100.0,0,3,4.04,1.53,1.6,4,0.81,3.94,2,2019.0,4
94.0,0,3,4.03,1.57,1.55,3,0.83,3.95,0,2018.0,0
85.0,0,3,3.5,1.35,1.46,0,0.82,3.63,0,2020.0,0
98.0,1,3,3.56,0.99,1.3,4,0.93,3.22,0,2021.0,0
81.0,0,2,3.54,1.31,1.44,2,0.8,3.55,0,2019.0,2
91.0,0,2,3.8,1.42,1.43,3,0.79,3.64,2,2019.0,2
92.0,1,2,3.44,1.05,1.39,4,0.94,3.37,2,2016.0,0
82.0,0,3,3.98,1.29,1.44,2,0.74,3.46,0,2020.0,0
76.0,1,4,2.0,0.79,0.77,3,0.44,2.0,1,2019.0,4
64.0,0,3,3.74,1.2,1.48,4,0.79,3.47,0,2019.0,0
94.0,0,3,4.12,1.48,1.41,2,0.93,3.81,2,2020.0,4
97.0,0,3,4.34,1.57,1.68,2,0.84,4.09,2,2021.0,4
91.0,0,3,4.02,1.37,1.6,3,0.82,3.79,2,2019.0,0
98.0,0,3,4.22,1.71,1.69,4,0.85,4.25,2,2019.0,2
95.0,0,3,4.0,1.44,1.43,4,0.93,3.79,0,2019.0,4
95.0,0,2,3.87,1.36,1.43,4,0.88,3.66,0,2019.0,4
94.0,0,3,4.28,1.58,1.61,2,0.84,4.03,2,2021.0,4
98.0,0,3,4.37,1.48,1.54,3,0.94,3.95,2,2021.0,4
100.0,1,2,3.53,1.41,1.42,0,0.74,3.56,1,2019.0,4
94.0,0,3,4.22,1.6,1.68,2,0.75,4.03,2,2019.0,4
95.0,0,3,4.02,1.34,1.48,3,0.73,3.55,0,2020.0,4
88.0,0,2,3.61,1.32,1.4,4,0.74,3.46,1,2019.0,2
80.0,0,2,3.36,1.23,1.4,4,0.78,3.4,2,2021.0,3
92.0,0,3,4.03,1.36,1.46,2,0.85,3.67,0,2021.0,4
95.0,0,3,4.25,1.37,1.49,2,0.89,3.74,0,2021.0,4
92.0,1,2,3.68,1.4,1.48,2,0.72,3.6,0,2021.0,4
86.0,0,2,3.28,1.28,1.45,3,0.78,3.51,2,2017.0,0
86.0,0,2,3.54,1.39,1.45,3,0.76,3.6,2,2020.0,2
97.0,0,3,4.34,1.73,1.73,4,0.85,4.31,2,2018.0,2
96.0,1,2,3.28,0.86,1.31,4,0.78,2.95,0,2019.0,4
98.0,0,2,3.81,1.61,1.74,6,0.85,4.19,2,2021.0,1
68.0,0,2,3.24,1.29,1.47,3,0.78,3.54,0,2021.0,1
100.0,0,2,3.98,1.34,1.46,3,0.69,3.49,0,2019.0,0
95.0,0,3,4.28,1.7,1.58,3,0.91,4.19,2,2020.0,0
100.0,0,2,2.92,1.62,1.7,3,0.82,4.04,0,2018.0,1
70.0,0,2,3.83,1.33,1.54,3,0.86,3.73,2,2018.0,1
98.0,0,3,4.23,1.34,1.85,4,0.98,4.16,2,2019.0,4
100.0,0,2,3.65,1.4,1.54,4,0.79,3.73,0,2018.0,0
93.0,0,3,3.48,1.2,1.51,4,0.77,3.47,2,2019.0,4
93.0,0,2,3.95,1.3,1.46,5,0.79,3.56,1,2021.0,1
83.0,0,2,3.34,1.24,1.65,4,0.81,3.7,0,2019.0,1
86.0,1,2,3.8,1.4,1.54,4,0.76,3.7,0,2020.0,0
93.0,0,3,3.55,1.0,1.14,4,0.75,2.88,0,2020.0,4
100.0,1,2,3.74,1.37,1.38,4,0.93,3.67,0,2019.0,0
96.0,1,2,4.27,1.46,1.68,3,0.79,3.92,2,2021.0,4
92.0,0,3,4.28,1.76,1.57,3,0.82,4.15,2,2020.0,0
95.0,0,3,3.73,1.46,1.58,4,0.74,3.78,0,2021.0,0
34.0,1,2,3.34,1.2,1.25,3,0.74,3.18,1,2020.0,0
97.0,1,2,3.8,1.46,1.44,4,0.78,3.68,0,2019.0,0
96.0,1,2,3.73,1.31,1.44,3,0.81,3.56,0,2021.0,1
100.0,0,3,4.34,1.7,1.7,6,0.82,4.22,2,2020.0,0
100.0,0,3,3.77,1.26,1.31,4,0.73,3.31,0,2019.0,0
94.0,0,3,3.49,1.29,1.43,4,0.69,3.41,2,2018.0,4
79.0,0,2,3.97,1.42,1.51,3,0.82,3.75,0,2019.0,1
96.0,0,3,3.94,1.38,1.48,4,0.73,3.6,0,2017.0,2
100.0,2,3,4.52,1.74,1.78,4,0.92,4.44,2,2021.0,0
88.0,1,2,3.47,1.34,1.64,4,0.8,3.78,2,2016.0,4
25.0,1,4,3.34,1.13,1.12,5,0.61,2.86,0,2019.0,1
98.0,0,2,3.63,1.4,1.47,5,0.77,3.63,0,2019.0,1
80.0,0,3,4.1,1.4,1.66,5,0.66,3.72,0,2019.0,4
62.0,0,3,4.16,1.5,1.59,3,0.91,4.0,2,2019.0,1
100.0,0,3,3.97,1.51,1.53,4,0.81,3.85,1,2020.0,0
41.0,0,3,3.91,1.39,1.62,4,0.82,3.83,0,2018.0,0
100.0,1,2,3.94,1.29,1.65,3,0.77,3.7,2,2019.0,1
98.0,0,3,3.98,1.45,1.39,0,0.65,3.49,0,2017.0,4
28.0,1,4,3.34,1.07,1.25,4,0.61,2.93,0,2020.0,1
77.0,0,3,4.57,1.64,1.83,4,0.89,4.36,0,2018.0,4
96.0,0,2,3.34,1.43,1.5,4,0.77,3.7,2,2019.0,1
80.0,0,2,3.8,1.49,1.47,4,0.71,3.67,0,2020.0,2
83.0,0,3,3.67,1.49,1.5,4,0.62,3.61,0,2020.0,0
100.0,1,2,2.42,1.33,1.43,5,0.8,3.56,2,2020.0,4
76.0,0,2,4.07,1.49,1.64,3,0.83,3.95,0,2021.0,1
97.0,0,3,4.4,1.6,1.7,4,0.89,4.19,2,2020.0,1
79.0,1,4,1.89,0.8,0.99,4,0.57,2.29,0,2018.0,0
95.0,0,2,3.97,1.37,1.49,4,0.83,3.68,0,2018.0,1
90.0,0,2,3.84,1.31,1.43,4,0.76,3.5,2,2021.0,3
60.0,0,3,3.34,1.46,1.49,4,0.88,3.83,0,2015.0,1
97.0,2,3,4.28,1.55,1.67,5,0.89,4.11,2,2020.0,1
78.0,0,2,4.01,1.54,1.52,5,0.81,3.87,0,2021.0,1
100.0,0,1,4.4,1.61,1.65,4,0.96,4.22,2,2021.0,0
100.0,0,2,3.85,1.28,1.58,4,0.94,3.8,0,2020.0,0
100.0,0,2,3.74,1.27,1.42,4,0.66,3.35,0,2020.0,2
100.0,2,3,4.28,1.55,1.54,4,0.82,3.92,2,2020.0,2
96.0,2,3,4.21,1.54,1.59,5,0.81,3.94,2,2019.0,2
98.0,2,3,4.27,1.63,1.61,3,0.78,4.01,2,2018.0,2
98.0,0,2,3.76,1.26,1.42,4,0.71,3.38,0,2019.0,2
94.0,0,2,3.34,1.49,1.39,3,0.82,3.7,2,2018.0,1
80.0,2,3,4.33,1.7,1.63,1,0.8,4.13,0,2020.0,2
96.0,0,3,3.34,1.5,1.53,3,0.79,3.81,2,2019.0,1
100.0,1,2,3.71,1.33,1.48,3,0.8,3.61,2,2021.0,4
100.0,0,3,3.94,1.44,1.49,4,0.72,3.65,0,2020.0,2
36.0,0,2,3.51,1.06,1.55,4,0.76,3.37,1,2021.0,0
100.0,0,2,3.34,1.47,1.4,4,0.76,3.63,2,2021.0,1
100.0,0,3,3.68,1.4,1.44,4,0.74,3.58,2,2019.0,0
93.0,1,2,3.29,1.18,1.47,3,0.75,3.4,1,2021.0,0
100.0,0,3,4.27,1.78,1.68,4,0.86,4.32,2,2018.0,0
88.0,1,2,3.48,1.23,1.5,4,0.69,3.43,0,2018.0,0
98.0,1,2,3.34,1.37,1.38,3,0.76,3.51,0,2019.0,0
100.0,0,3,3.92,1.58,1.48,3,0.73,3.79,2,2018.0,3
100.0,0,3,4.07,1.58,1.68,3,0.94,4.2,2,2020.0,0
84.0,1,2,3.29,1.23,1.52,4,0.75,3.5,0,2020.0,0
91.0,0,3,3.67,1.31,1.56,4,0.81,3.68,2,2019.0,0
100.0,1,2,3.19,1.3,1.35,5,0.72,3.37,1,2022.0,0
89.0,1,2,3.72,1.29,1.6,5,0.79,3.68,2,2022.0,0
98.0,0,3,3.92,1.58,1.48,4,0.74,3.8,2,2019.0,3
98.0,1,2,3.33,1.31,1.38,3,0.72,3.41,0,2021.0,0
97.0,0,3,4.01,1.54,1.72,5,0.8,4.06,2,2017.0,0
100.0,0,3,3.5,1.4,1.38,3,0.78,3.56,2,2021.0,0
98.0,0,3,3.92,1.58,1.46,4,0.74,3.77,2,2019.0,3
98.0,0,3,3.98,1.33,1.6,5,0.86,3.78,2,2019.0,0
100.0,1,2,3.6,1.3,1.46,5,0.88,3.64,0,2019.0,4
100.0,1,2,3.62,1.4,1.55,4,0.7,3.65,0,2021.0,4
100.0,1,2,3.62,1.44,1.46,4,0.76,3.66,0,2021.0,4
90.0,0,3,3.9,1.22,1.6,6,0.9,3.72,0,2019.0,0
100.0,1,2,3.62,1.4,1.49,4,0.76,3.65,0,2021.0,4
100.0,1,2,3.49,1.18,1.56,4,0.82,3.56,2,2021.0,0
91.0,1,2,3.76,1.19,1.56,5,0.77,3.52,0,2020.0,4
93.0,1,4,2.77,0.74,1.08,3,0.57,2.4,1,2020.0,4
98.0,0,2,3.72,1.29,1.4,4,0.71,3.41,1,2017.0,2
100.0,2,0,4.7,1.66,1.75,3,0.87,4.17,2,2021.0,0
86.0,0,2,3.72,1.43,1.46,4,0.66,3.56,0,2018.0,2
93.0,0,3,4.08,1.46,1.7,4,0.94,4.1,2,2019.0,1
88.0,2,3,4.02,1.45,1.6,4,0.84,3.88,0,2021.0,3
98.0,2,0,4.76,1.67,1.71,3,0.87,4.15,2,2021.0,0
100.0,1,2,3.92,1.25,1.57,4,0.77,3.59,1,2019.0,4
84.0,1,4,3.34,0.86,0.93,3,0.54,2.33,1,2021.0,4
90.0,0,2,3.68,1.36,1.43,3,0.75,3.55,0,2021.0,4
92.0,1,2,3.57,1.22,1.44,3,0.81,3.47,1,2021.0,0
100.0,0,3,3.21,1.26,1.46,4,0.8,3.51,2,2019.0,0
98.0,0,3,3.34,1.43,1.53,7,0.85,3.81,0,2020.0,1
75.0,0,3,4.04,1.51,1.5,3,0.81,3.82,0,2019.0,2
79.0,1,2,2.67,0.89,0.92,4,0.5,2.3,1,2021.0,4
88.0,0,3,3.39,1.16,1.52,3,0.75,3.43,2,2018.0,0
92.0,0,2,3.34,1.4,1.51,3,0.79,3.7,2,2020.0,1
98.0,0,2,3.98,1.58,1.75,3,0.91,4.24,2,2018.0,2
78.0,1,2,3.29,1.15,1.39,4,0.73,3.27,2,2020.0,2
100.0,1,2,3.59,1.26,1.42,0,0.88,3.56,2,2019.0,4
100.0,0,3,3.35,1.26,1.45,4,0.79,3.5,2,2020.0,0
97.0,0,3,3.14,1.25,1.42,4,0.67,3.34,0,2020.0,0
90.0,0,2,3.34,1.42,1.44,3,0.75,3.6,0,2019.0,1
97.0,0,3,3.28,1.25,1.38,3,0.76,3.39,0,2020.0,0
100.0,0,2,3.34,1.45,1.52,3,0.78,3.75,2,2020.0,1
94.0,0,3,3.66,1.35,1.62,3,0.91,3.88,2,2021.0,4
100.0,1,2,3.33,1.05,1.46,4,0.73,3.24,1,2015.0,4
100.0,1,2,3.08,0.98,1.28,3,0.67,2.92,0,2021.0,4
86.0,0,2,3.01,1.02,1.07,4,0.54,2.63,1,2021.0,4
100.0,0,2,4.16,1.47,1.68,4,0.89,4.04,0,2019.0,2
85.0,1,2,3.21,1.17,1.4,4,0.78,3.35,1,2021.0,2
98.0,1,2,3.34,1.03,1.42,3,0.78,3.22,1,2020.0,1
74.0,0,2,3.34,1.41,1.51,4,0.73,3.65,2,2021.0,1
100.0,0,3,3.35,1.35,1.46,3,0.81,3.61,2,2021.0,0
85.0,0,2,3.8,1.53,1.66,4,0.86,4.05,0,2019.0,2
92.0,0,2,3.34,1.39,1.52,4,0.76,3.67,0,2019.0,1
98.0,0,2,3.34,1.46,1.56,4,0.83,3.85,2,2021.0,1
96.0,0,0,4.34,1.58,1.82,4,0.94,4.34,2,2020.0,0
80.0,1,2,3.34,1.28,1.35,4,0.67,3.3,0,2019.0,4
93.0,0,2,3.9,1.42,1.69,4,0.88,3.99,2,2021.0,1
58.0,2,3,3.34,1.48,1.7,5,0.87,4.04,2,2020.0,2
24.0,0,3,3.34,1.45,1.58,4,0.82,3.85,2,2021.0,2
87.0,0,3,3.34,1.37,1.63,3,0.84,3.84,0,2018.0,2
60.0,0,2,3.34,1.38,1.49,4,0.82,3.69,2,2019.0,2
88.0,0,3,4.08,1.44,1.72,3,0.91,4.06,2,2020.0,1
76.0,2,0,3.34,1.63,1.78,3,0.93,4.33,0,2020.0,2
66.0,0,2,3.56,1.18,1.35,3,0.74,3.27,3,2020.0,0
89.0,0,3,3.34,1.43,1.63,4,0.87,3.93,0,2017.0,2
89.0,0,3,3.34,1.42,1.68,3,0.85,3.94,0,2021.0,2
97.0,0,3,3.21,1.27,1.39,5,0.72,3.38,1,2020.0,0
94.0,0,2,4.12,1.52,1.6,4,0.78,3.89,2,2020.0,2
93.0,0,3,4.04,1.52,1.64,3,0.88,4.04,2,2020.0,4
98.0,0,3,3.6,1.19,1.39,3,0.65,3.23,2,2018.0,4
96.0,0,3,4.52,1.43,1.69,6,0.91,4.03,0,2021.0,4
74.0,0,2,3.34,1.39,1.45,3,0.74,3.58,2,2021.0,1
98.0,2,3,4.14,1.52,1.79,3,0.87,4.19,2,2020.0,0
92.0,0,2,3.73,1.45,1.31,3,0.73,3.49,2,2018.0,4
68.0,0,2,3.9,1.32,1.65,3,0.94,3.92,2,2018.0,1
79.0,0,2,3.64,1.27,1.58,4,0.79,3.65,2,2018.0,1
100.0,0,3,4.34,1.47,1.75,1,0.91,4.13,2,2017.0,4
95.0,0,2,3.92,1.38,1.7,0,0.82,3.91,2,2020.0,1
100.0,2,3,3.42,1.27,1.37,4,0.72,3.35,0,2019.0,4
84.0,0,3,3.84,1.59,1.65,3,0.76,3.99,0,2020.0,0
86.0,0,2,3.34,1.47,1.5,3,0.73,3.7,0,2021.0,1
98.0,0,3,3.15,1.06,1.12,4,0.58,2.75,1,2020.0,4
91.0,0,2,3.88,1.45,1.51,4,0.76,3.72,2,2021.0,2
100.0,0,3,4.5,1.69,1.72,4,0.9,4.3,2,2020.0,2
100.0,0,2,3.94,1.23,1.8,3,0.87,3.89,0,2020.0,4
96.0,0,3,4.16,1.45,1.55,4,0.76,3.76,2,2020.0,2
100.0,1,2,3.11,1.22,1.65,4,0.87,3.73,0,2021.0,4
69.0,0,2,3.34,1.37,1.38,0,0.75,3.49,0,2021.0,1
97.0,1,2,3.01,1.3,1.27,0,0.7,3.27,0,2021.0,1
95.0,0,3,3.91,1.3,1.53,4,0.85,3.69,0,2021.0,0
85.0,2,3,4.26,1.65,1.74,4,0.82,4.21,2,2020.0,0
93.0,0,2,3.34,1.46,1.46,4,0.76,3.68,2,2021.0,1
98.0,0,3,4.16,1.53,1.61,4,0.81,3.95,2,2020.0,2
98.0,0,3,4.34,1.51,1.6,4,0.76,3.87,2,2020.0,2
56.0,0,2,3.68,1.43,1.53,4,0.84,3.8,0,2018.0,2
100.0,2,3,4.1,1.61,1.62,8,0.82,4.05,2,2017.0,4
36.0,0,2,3.85,1.51,1.59,3,0.7,3.8,0,2021.0,0
100.0,1,2,3.65,1.36,1.49,2,0.82,3.67,0,2021.0,4
100.0,1,2,4.03,1.63,1.67,7,0.76,4.06,2,2018.0,4
91.0,1,2,3.65,1.31,1.49,4,0.88,3.68,0,2019.0,4
100.0,1,2,3.27,1.28,1.33,4,0.76,3.37,0,2018.0,0
100.0,0,3,4.21,1.72,1.5,4,0.92,4.14,2,2018.0,0
100.0,0,3,4.4,1.49,1.63,4,0.88,4.0,2,2020.0,4
94.0,0,2,3.95,1.59,1.59,3,0.75,3.92,2,2020.0,2
94.0,0,2,3.62,1.45,1.51,3,0.77,3.73,2,2019.0,2
96.0,0,3,4.12,1.72,1.62,4,0.77,4.1,2,2020.0,2
95.0,1,2,3.73,1.29,1.44,5,0.72,3.45,2,2019.0,1
92.0,1,2,3.36,1.41,1.44,4,0.72,3.57,3,2020.0,1
97.0,0,3,4.22,1.6,1.63,3,0.87,4.1,2,2020.0,4
50.0,1,4,3.34,0.61,1.03,4,0.75,2.39,1,2019.0,4
93.0,2,3,4.52,1.49,1.76,1,0.93,4.18,2,2019.0,0
100.0,0,3,3.92,1.6,1.59,0,0.8,3.99,2,2019.0,2
98.0,0,3,3.92,1.76,1.77,0,0.88,4.41,2,2019.0,0
91.0,0,3,4.39,1.61,1.76,4,0.85,4.23,2,2020.0,2
97.0,0,3,3.92,1.55,1.63,4,0.7,3.88,2,2016.0,4
68.0,2,0,3.34,1.66,1.78,3,0.96,4.41,2,2019.0,2
94.0,2,3,4.04,1.54,1.51,3,0.76,3.82,2,2020.0,4
98.0,0,3,4.04,1.47,1.64,4,0.84,3.95,2,2021.0,2
78.0,1,2,3.52,1.24,1.64,4,0.82,3.7,2,2020.0,1
97.0,0,3,4.16,1.64,1.59,4,0.87,4.1,2,2020.0,4
81.0,0,2,3.65,1.48,1.58,4,0.84,3.9,0,2019.0,2
92.0,0,3,3.97,1.45,1.56,5,0.67,3.68,0,2021.0,0
89.0,1,4,1.75,0.95,1.07,3,0.54,2.55,0,2021.0,2
98.0,0,3,4.34,1.7,1.74,5,0.83,4.27,2,2019.0,2
98.0,0,2,3.84,1.54,1.59,4,0.79,3.93,2,2021.0,2
98.0,0,2,3.78,1.3,1.59,3,0.72,3.61,0,2021.0,0
100.0,0,2,3.76,1.39,1.69,4,0.82,3.9,2,2019.0,1
75.0,2,0,3.34,1.65,1.8,4,0.84,4.28,2,2018.0,0
96.0,1,4,1.81,1.12,1.21,4,0.72,3.06,0,2018.0,2
100.0,0,3,3.78,1.19,1.57,3,0.79,3.55,2,2017.0,0
100.0,0,2,3.79,1.31,1.57,5,0.82,3.7,0,2020.0,0
98.0,0,2,3.7,1.33,1.69,5,0.91,3.94,2,2021.0,1
41.0,0,3,3.91,1.57,1.59,4,0.7,3.86,0,2021.0,0
3.0,0,2,3.34,1.14,1.58,4,1.0,3.72,2,2021.0,1
51.0,0,3,3.34,1.61,1.61,4,0.88,4.1,2,2019.0,4
100.0,1,2,3.73,1.23,1.45,4,0.91,3.6,2,2017.0,4
72.0,0,3,3.34,1.31,1.67,5,0.91,3.89,0,2019.0,1
89.0,2,3,4.4,1.64,1.61,4,0.87,4.11,2,2016.0,4
53.0,1,4,3.34,0.74,1.08,4,0.94,2.76,1,2021.0,0
98.0,1,2,3.32,1.29,1.35,4,0.79,3.43,2,2021.0,1
93.0,1,4,2.87,1.23,1.31,3,0.68,3.21,0,2017.0,0
93.0,0,2,3.61,1.42,1.42,1,0.66,3.49,1,2021.0,2
100.0,0,2,3.95,1.5,1.54,3,0.79,3.83,3,2019.0,0
