RFP % Present,RFP Last Status,RFP Last Internal Rating,RFP Last TRACK Score,RFP Tech Ability,RFP Learnability,Last Graduation,RFP Communicability,RFP Avg TRACK Score,TechCategory,Year,Practice Head
92.0,0,2,3.34,1.4,1.4,4,0.77,3.58,2,2018.0,1
100.0,1,2,3.25,1.17,1.43,4,0.83,3.43,0,2018.0,4
92.0,0,2,3.34,1.5,1.52,4,0.74,3.75,0,2017.0,1
95.0,0,2,3.79,1.68,1.64,0,0.8,4.11,2,2021.0,0
100.0,0,3,4.48,1.41,1.73,3,0.85,3.99,2,2019.0,4
94.0,0,2,3.58,1.28,1.63,3,0.87,3.78,2,2020.0,1
7.0,0,3,3.93,1.31,1.64,3,0.94,3.9,1,2014.0,1
5.0,0,2,3.62,1.03,1.59,5,0.93,3.55,1,2021.0,1
91.0,0,2,3.93,1.6,1.39,3,0.83,3.82,2,2021.0,2
6.0,0,3,3.94,1.3,1.61,4,0.94,3.86,2,2016.0,1
89.0,0,3,3.86,1.47,1.52,4,0.77,3.76,0,2020.0,4
98.0,0,3,4.03,1.55,1.48,4,0.64,3.67,0,2021.0,0
100.0,0,3,4.26,1.61,1.61,3,0.86,4.09,2,2021.0,0
98.0,0,2,3.39,1.3,1.54,3,0.8,3.64,0,2021.0,2
100.0,0,3,4.13,1.16,1.29,4,0.85,3.31,0,2021.0,0
96.0,0,3,3.91,1.53,1.68,4,0.84,4.05,0,2020.0,2
100.0,0,3,4.34,1.77,1.74,4,0.93,4.44,2,2020.0,4
96.0,1,2,3.17,1.14,1.32,4,0.72,3.18,1,2018.0,4
85.0,1,2,2.9,1.12,1.34,4,0.84,3.3,0,2021.0,0
94.0,0,2,3.47,1.26,1.4,5,0.75,3.41,3,2020.0,2
82.0,1,2,3.52,1.35,1.42,4,0.8,3.57,3,2016.0,4
98.0,1,2,3.34,1.31,1.47,4,0.77,3.55,0,2018.0,4
98.0,0,3,4.46,1.44,1.69,3,0.92,4.05,2,2018.0,0
96.0,1,2,3.53,1.27,1.58,3,0.79,3.77,2,2020.0,4
77.0,0,3,3.86,1.66,1.61,6,0.82,4.08,0,2019.0,2
79.0,0,2,3.95,1.47,1.66,4,0.84,3.96,2,2019.0,2
100.0,0,3,3.91,1.69,1.57,3,0.84,4.1,2,2021.0,2
98.0,0,3,4.28,1.49,1.53,4,0.83,3.85,2,2016.0,2
79.0,0,2,3.34,1.25,1.64,3,0.79,3.68,2,2021.0,1
82.0,0,2,3.34,1.41,1.58,3,0.73,3.71,2,2020.0,1
7.0,1,2,3.36,0.92,1.49,5,0.89,3.3,3,2019.0,1
80.0,1,2,3.34,1.4,1.39,3,0.7,3.5,0,2021.0,4
97.0,0,2,3.68,1.39,1.5,4,0.69,3.58,1,2018.0,4
88.0,0,2,3.8,1.53,1.44,3,0.69,3.65,2,2020.0,2
7.0,0,3,4.01,1.38,1.57,5,0.99,3.95,2,2019.0,1
98.0,0,3,3.66,1.48,1.52,3,0.77,3.77,2,2018.0,2
100.0,0,2,3.6,1.31,1.3,4,0.78,3.39,0,2021.0,0
90.0,0,3,3.9,1.55,1.54,4,0.83,3.92,2,2021.0,2
100.0,0,0,3.53,1.44,1.55,4,0.75,3.73,2,2018.0,3
98.0,0,3,4.04,1.56,1.59,3,0.76,3.91,2,2020.0,1
98.0,0,3,3.5,1.42,1.47,5,0.72,3.61,1,2020.0,0
100.0,0,3,3.21,1.3,1.34,3,0.69,3.33,1,2019.0,0
50.0,0,2,3.34,1.38,1.41,3,0.82,3.6,2,2018.0,1
68.0,1,2,3.34,1.24,1.31,5,0.57,3.12,1,2021.0,1
96.0,1,2,3.5,1.23,1.31,3,0.85,3.39,0,2018.0,0
52.0,0,2,3.63,1.35,1.49,5,0.8,3.63,0,2021.0,4
68.0,0,2,3.34,1.32,1.46,4,0.8,3.58,2,2020.0,4
66.0,1,2,3.34,1.11,1.2,5,0.71,3.03,1,2021.0,4
100.0,0,2,3.86,1.43,1.49,4,0.71,3.62,2,2018.0,4
81.0,1,2,3.4,1.25,1.34,3,0.8,3.39,3,2021.0,2
65.0,0,3,3.53,1.44,1.48,6,0.83,3.75,0,2021.0,2
62.0,1,4,3.34,0.91,1.24,3,0.6,2.76,1,2020.0,0
81.0,1,2,3.34,1.23,1.51,3,0.82,3.55,2,2020.0,1
98.0,0,3,4.04,1.46,1.62,4,0.89,3.97,2,2020.0,3
96.0,0,3,3.98,1.67,1.57,5,0.79,4.03,2,2020.0,2
6.0,0,2,3.68,1.04,1.62,3,0.88,3.53,0,2019.0,1
82.0,0,2,3.81,1.23,1.47,5,0.84,3.54,0,2020.0,0
6.0,0,2,3.88,1.09,1.59,4,0.94,3.61,2,2019.0,1
92.0,0,2,3.55,1.14,1.37,3,0.73,3.24,1,2020.0,2
6.0,0,2,3.74,1.02,1.53,4,0.93,3.48,2,2019.0,1
73.0,0,2,3.5,1.25,1.25,3,0.73,3.23,3,2019.0,3
100.0,0,2,3.62,0.88,1.62,4,0.91,3.42,2,2019.0,1
91.0,0,3,4.13,1.42,1.75,4,0.84,4.01,2,2019.0,0
92.0,1,2,3.47,1.57,1.41,3,0.6,3.58,3,2016.0,0
73.0,0,2,3.57,1.26,1.59,3,0.87,3.71,3,2019.0,1
98.0,0,2,3.74,1.4,1.47,5,0.71,3.58,0,2021.0,4
100.0,2,0,4.52,1.68,1.65,0,0.85,4.18,2,2019.0,4
89.0,0,3,3.97,1.61,1.62,4,0.86,4.09,0,2021.0,0
91.0,0,2,4.27,1.56,1.68,3,0.81,4.04,2,2019.0,2
100.0,0,2,4.17,1.62,1.49,3,0.77,3.88,2,2019.0,2
7.0,0,3,4.05,1.08,1.91,4,0.94,3.94,2,2020.0,1
92.0,2,3,4.28,1.66,1.8,5,0.97,4.43,2,2018.0,2
98.0,0,2,3.84,1.38,1.68,4,0.89,3.95,2,2019.0,1
87.0,0,3,3.84,1.26,1.59,4,0.83,3.68,2,2020.0,0
100.0,0,3,4.46,1.55,1.71,7,0.89,4.14,2,2020.0,2
58.0,2,0,3.34,1.84,1.88,3,0.92,4.64,2,2020.0,2
89.0,0,3,3.98,1.58,1.61,3,0.79,3.99,2,2019.0,0
100.0,1,2,3.21,1.35,1.33,3,0.66,3.33,1,2018.0,2
100.0,0,2,3.84,1.46,1.68,4,0.89,4.03,2,2020.0,1
96.0,0,3,3.9,1.47,1.53,3,0.82,3.82,2,2019.0,2
97.0,0,2,3.51,1.17,1.59,4,0.81,3.57,0,2020.0,1
98.0,1,2,3.56,1.37,1.46,4,0.74,3.57,0,2016.0,4
96.0,0,2,3.9,1.56,1.6,4,0.85,4.01,2,2019.0,3
98.0,0,3,4.04,1.39,1.69,3,0.81,3.88,2,2021.0,4
98.0,0,2,3.92,1.43,1.52,5,0.87,3.82,2,2020.0,3
7.0,0,2,3.74,1.0,1.55,6,0.93,3.47,2,2020.0,1
100.0,1,2,3.62,1.37,1.38,4,0.68,3.42,1,2019.0,4
94.0,0,2,3.63,1.26,1.61,3,0.83,3.7,2,2021.0,1
90.0,0,3,4.16,1.52,1.67,4,0.88,4.06,2,2020.0,0
63.0,1,2,3.32,1.11,1.47,5,0.81,3.39,1,2021.0,0
100.0,0,2,4.04,1.55,1.48,6,0.73,3.75,0,2019.0,4
6.0,0,2,3.81,1.18,1.66,4,0.94,3.78,0,2016.0,1
78.0,0,2,3.59,1.26,1.66,3,0.81,3.72,2,2020.0,1
88.0,0,2,3.65,1.22,1.61,5,0.81,3.64,2,2021.0,1
100.0,2,0,4.52,1.68,1.62,3,0.84,4.14,2,2020.0,4
35.0,0,2,3.58,1.2,1.61,3,0.9,3.71,2,2018.0,0
100.0,1,2,3.17,1.19,1.35,3,0.75,3.29,1,2020.0,4
98.0,0,2,4.07,1.46,1.51,4,0.85,3.82,2,2020.0,4
93.0,0,2,3.66,1.23,1.5,4,0.72,3.44,3,2018.0,0
78.0,0,2,3.34,1.47,1.39,4,0.76,3.62,2,2020.0,0
96.0,0,3,3.47,1.39,1.4,4,0.74,3.52,2,2019.0,4
98.0,0,3,3.65,1.48,1.57,4,0.89,3.94,2,2019.0,4
95.0,0,2,3.82,1.31,1.65,4,0.83,3.78,2,2017.0,1
92.0,0,3,3.9,1.56,1.55,6,0.87,3.98,0,2020.0,4
56.0,0,2,3.86,1.54,1.56,4,0.7,3.8,0,2019.0,2
90.0,0,2,3.83,1.24,1.62,3,0.9,3.76,0,2021.0,1
91.0,0,2,3.86,1.54,1.61,4,0.85,4.0,0,2021.0,3
85.0,0,2,3.86,1.45,1.5,4,0.87,3.82,2,2018.0,2
100.0,1,2,2.94,1.12,1.15,3,0.61,2.88,1,2021.0,4
92.0,1,2,3.92,1.39,1.44,4,0.66,3.49,1,2018.0,4
92.0,0,3,3.86,1.42,1.56,5,0.9,3.87,0,2020.0,4
92.0,0,2,3.78,1.33,1.61,4,0.89,3.82,2,2019.0,1
90.0,1,2,3.41,1.54,1.37,3,0.6,3.51,3,2019.0,0
96.0,0,2,3.56,1.29,1.39,0,0.78,3.45,3,2017.0,3
96.0,0,2,3.86,1.42,1.53,3,0.86,3.81,0,2018.0,3
96.0,0,2,3.71,1.37,1.51,5,0.82,3.69,2,2021.0,4
14.0,1,2,3.34,1.16,1.52,4,0.63,3.31,1,2019.0,4
65.0,0,3,3.62,1.43,1.45,4,0.74,3.62,2,2019.0,3
87.0,0,2,3.34,1.42,1.52,3,0.74,3.68,0,2021.0,3
77.0,0,3,3.34,1.37,1.59,6,0.86,3.82,0,2021.0,4
93.0,0,2,3.74,1.42,1.48,3,0.83,3.72,2,2020.0,3
98.0,0,2,3.74,1.28,1.4,4,0.77,3.45,0,2021.0,3
35.0,0,2,3.08,1.09,1.33,3,0.73,3.15,1,2021.0,3
91.0,0,2,3.77,1.11,1.38,4,0.76,3.26,2,2020.0,3
96.0,0,2,3.54,1.31,1.35,4,0.82,3.48,0,2019.0,0
98.0,0,3,3.79,1.66,1.57,3,0.93,4.15,0,2021.0,4
98.0,1,2,3.12,1.12,1.34,4,0.73,3.19,1,2019.0,4
95.0,0,2,3.74,1.39,1.42,4,0.82,3.63,2,2019.0,3
87.0,1,2,1.96,1.15,1.17,3,0.64,2.96,0,2021.0,0
93.0,0,3,4.46,1.39,1.58,3,0.82,3.79,0,2020.0,0
100.0,0,2,3.74,1.36,1.5,4,0.8,3.66,0,2020.0,3
100.0,0,3,4.04,1.43,1.59,4,0.82,3.84,2,2018.0,3
95.0,1,2,3.03,1.17,1.36,4,0.76,3.29,2,2016.0,0
90.0,2,3,3.9,1.41,1.71,4,0.94,4.06,2,2018.0,4
63.0,0,3,3.34,1.51,1.64,4,0.89,4.04,2,2019.0,3
98.0,0,3,3.94,1.55,1.65,4,0.87,4.06,2,2020.0,4
100.0,0,2,3.92,1.41,1.52,4,0.83,3.76,2,2019.0,3
94.0,0,3,4.1,1.53,1.66,4,0.94,4.13,0,2020.0,3
100.0,2,0,4.46,1.7,1.67,3,0.88,4.24,2,2020.0,3
92.0,0,2,3.84,1.25,1.49,3,0.81,3.55,0,2021.0,2
95.0,0,2,3.52,1.24,1.6,3,0.81,3.64,0,2021.0,1
100.0,0,2,3.89,1.65,1.57,0,0.65,3.88,2,2019.0,3
97.0,0,3,3.96,1.36,1.66,4,0.91,3.93,0,2020.0,1
100.0,0,3,3.89,1.44,1.4,4,0.82,3.67,2,2021.0,4
58.0,1,4,3.34,0.7,0.7,4,0.35,1.75,2,2020.0,0
93.0,1,2,3.61,1.46,1.58,4,0.82,3.86,0,2019.0,3
46.0,1,2,3.34,1.1,1.36,4,0.79,3.26,0,2021.0,0
88.0,0,3,3.8,1.4,1.38,1,0.84,3.62,2,2016.0,0
93.0,0,2,3.9,1.27,1.35,4,0.79,3.4,0,2021.0,0
96.0,0,3,3.83,1.55,1.59,4,0.93,4.07,0,2020.0,4
98.0,0,3,4.22,1.54,1.74,4,0.9,4.18,2,2021.0,2
89.0,0,3,3.34,1.47,1.55,3,0.95,3.96,2,2018.0,0
100.0,1,2,3.01,1.26,1.37,4,0.63,3.25,0,2019.0,4
60.0,0,2,3.34,1.2,1.62,4,0.86,3.68,2,2021.0,1
84.0,1,2,3.0,1.12,1.3,4,0.88,3.29,0,2019.0,0
83.0,0,3,4.64,1.75,1.8,3,0.96,4.51,2,2018.0,2
100.0,0,2,3.84,1.34,1.66,4,0.82,3.81,2,2021.0,2
69.0,1,2,3.29,1.4,1.35,0,0.62,3.37,0,2018.0,0
77.0,2,0,3.74,1.43,1.37,0,0.75,3.55,0,2017.0,0
35.0,0,2,3.61,1.22,1.37,3,0.75,3.33,2,2018.0,3
96.0,0,2,3.74,1.46,1.45,4,0.74,3.65,0,2021.0,2
73.0,2,0,3.34,1.59,1.81,5,0.96,4.36,2,2022.0,2
86.0,1,2,3.51,1.1,1.52,0,0.78,3.41,0,2020.0,2
100.0,0,3,4.28,1.64,1.61,7,0.78,4.03,2,2020.0,2
100.0,0,3,4.16,1.58,1.62,4,0.89,4.08,0,2019.0,2
98.0,0,3,4.22,1.59,1.55,4,0.79,3.93,2,2021.0,2
100.0,0,2,3.74,1.49,1.49,3,0.76,3.74,0,2020.0,2
91.0,1,2,3.28,1.305555556,1.413333333,4,0.7455555556,3.464444444,2,2019.0,3
64.0,2,0,4.56,1.43,1.9,3,0.98,4.31,2,2021.0,2
86.0,2,3,4.52,1.65,1.72,4,0.85,4.23,0,2020.0,3
93.0,1,2,3.54,1.33,1.41,3,0.73,3.47,3,2021.0,3
91.0,2,0,4.4,1.65,1.68,3,0.86,4.19,2,2019.0,4
97.0,0,3,4.1,1.66,1.77,3,0.99,4.42,0,2020.0,4
96.0,1,2,3.79,1.41,1.48,3,0.72,3.61,0,2019.0,3
74.0,0,3,3.34,1.61,1.6,3,0.88,4.09,2,2020.0,4
98.0,0,3,3.67,1.4,1.51,0,0.89,3.79,2,2020.0,3
85.0,1,2,3.27,1.2,1.44,1,0.81,3.45,1,2021.0,2
36.0,1,2,3.34,1.28,1.62,3,0.65,3.55,2,2020.0,2
56.0,0,3,3.85,1.44,1.57,3,0.82,3.85,2,2019.0,2
33.0,0,2,3.72,1.21,1.47,5,0.75,3.42,2,2021.0,3
98.0,0,3,3.85,1.51,1.54,4,0.79,3.84,2,2017.0,1
73.0,0,2,4.04,1.56,1.65,3,0.82,4.03,0,2020.0,0
98.0,0,3,3.8,1.5,1.65,3,0.72,3.87,0,2019.0,2
94.0,0,2,3.65,1.39,1.69,3,0.9,3.98,2,2020.0,0
89.0,0,2,3.51,1.19,1.66,5,0.89,3.74,0,2021.0,0
100.0,1,2,3.76,1.28,1.47,5,0.88,3.62,2,2020.0,4
98.0,0,2,3.54,1.3,1.27,4,0.83,3.4,0,2020.0,0
100.0,1,2,3.76,1.36,1.57,3,0.88,3.81,2,2019.0,4
82.0,0,3,3.97,1.44,1.49,4,0.85,3.78,2,2019.0,0
92.0,0,2,4.04,1.56,1.43,4,0.7,3.69,2,2018.0,3
100.0,2,3,4.36,1.36,1.79,1,0.93,4.08,2,2021.0,2
68.0,1,2,3.06,1.25,1.49,0,0.67,3.41,1,2020.0,0
98.0,0,2,3.54,1.27,1.34,4,0.83,3.44,0,2021.0,0
94.0,1,2,4.22,1.4,1.57,3,0.91,3.88,0,2020.0,4
75.0,0,3,4.1,1.46,1.69,4,0.91,4.06,2,2021.0,0
86.0,1,2,3.32,1.1,1.49,3,0.78,3.37,3,2019.0,0
91.0,1,2,3.34,1.25,1.36,5,0.69,3.3,0,2017.0,4
88.0,0,2,3.54,1.32,1.39,3,0.84,3.55,0,2021.0,0
90.0,0,2,3.81,1.35,1.36,7,0.72,3.43,3,2014.0,4
77.0,2,3,4.04,1.41,1.64,3,0.81,3.85,2,2016.0,0
98.0,1,2,3.5,1.29,1.39,4,0.79,3.47,0,2020.0,4
98.0,2,0,4.56,1.51,1.85,3,0.95,4.31,2,2021.0,2
35.0,0,3,3.34,1.44,1.58,4,0.93,3.94,0,2017.0,0
96.0,0,3,3.94,1.54,1.65,3,0.84,4.03,2,2020.0,4
91.0,0,2,3.88,1.65,1.61,3,0.74,4.0,2,2020.0,4
95.0,2,0,4.46,1.63,1.65,4,0.82,4.11,2,2021.0,4
94.0,0,2,3.86,1.24,1.46,3,0.77,3.48,0,2018.0,3
73.0,0,3,4.04,1.53,1.67,4,0.95,4.15,2,2021.0,4
97.0,0,2,3.14,1.31,1.4,4,0.84,3.54,2,2021.0,4
94.0,1,2,3.34,1.29,1.41,4,0.76,3.46,0,2018.0,4
56.0,0,3,3.34,1.49,1.73,0,0.91,4.13,2,2021.0,2
77.0,1,2,3.29,1.08,1.33,4,0.77,3.19,1,2021.0,3
97.0,0,3,4.02,1.61,1.69,4,1.0,4.3,2,2021.0,4
94.0,0,0,4.16,1.42,1.64,3,0.89,3.95,2,2020.0,0
81.0,0,3,3.34,1.33,1.64,0,0.81,3.78,2,2021.0,4
74.0,0,2,3.34,1.29,1.55,4,0.82,3.65,0,2020.0,2
100.0,0,2,3.54,1.25,1.31,4,0.83,3.39,1,2019.0,0
96.0,0,2,3.85,1.38,1.51,4,0.74,3.63,0,2022.0,4
82.0,0,3,3.97,1.37,1.63,3,0.83,3.83,2,2019.0,2
69.0,1,2,2.97,1.19,1.25,3,0.68,3.12,0,2021.0,3
95.0,1,2,2.63,1.27,1.4,3,0.74,3.4,0,2020.0,0
89.0,1,2,3.07,1.07,1.34,4,0.75,3.15,1,2021.0,3
89.0,1,2,3.38,1.04,1.38,0,0.81,3.23,3,2014.0,0
89.0,0,2,3.98,1.52,1.55,3,0.8,3.87,2,2017.0,2
85.0,0,2,3.9,1.34,1.61,3,0.83,3.78,2,2019.0,2
84.0,0,2,3.34,1.21,1.52,3,0.88,3.61,0,2019.0,0
89.0,0,2,3.86,1.4,1.46,5,0.9,3.76,2,2019.0,2
84.0,1,4,3.21,1.29,1.31,4,0.67,3.27,0,2020.0,0
87.0,2,3,3.96,1.49,1.69,5,0.95,4.13,2,2014.0,4
88.0,0,3,3.85,1.4,1.37,4,0.84,3.61,0,2020.0,0
87.0,0,2,3.8,1.5,1.52,3,0.86,3.88,0,2019.0,2
55.0,1,2,2.72,1.18,1.41,4,0.77,3.36,0,2020.0,0
100.0,0,2,3.53,1.25,1.31,4,0.81,3.36,1,2021.0,0
86.0,0,3,3.96,1.4,1.44,4,0.84,3.69,2,2020.0,0
98.0,0,3,3.96,1.36,1.58,3,0.81,3.75,0,2020.0,0
98.0,2,3,3.34,1.57,1.67,3,0.79,4.02,2,2021.0,1
100.0,0,3,4.12,1.69,1.64,3,0.8,4.14,2,2018.0,2
92.0,0,2,4.04,1.54,1.6,4,0.94,4.08,0,2019.0,0
96.0,1,2,2.73,0.84,1.02,3,0.47,2.33,1,2019.0,0
83.0,1,2,3.34,1.24,1.39,0,0.69,3.31,1,2021.0,4
100.0,2,3,4.42,1.45,1.83,4,0.92,4.19,2,2019.0,2
97.0,1,2,3.39,1.41,1.25,4,0.61,3.27,2,2021.0,3
93.0,2,0,4.56,1.47,1.86,4,0.9,4.22,2,2020.0,2
84.0,1,2,3.58,1.26,1.65,4,0.82,3.72,2,2021.0,4
100.0,1,2,3.73,1.31,1.52,4,0.9,3.72,2,2019.0,4
98.0,2,3,4.22,1.39,1.61,3,0.82,3.82,2,2021.0,2
100.0,1,2,3.67,1.34,1.48,4,0.84,3.65,3,2020.0,4
100.0,1,2,3.67,1.32,1.42,4,0.9,3.64,2,2021.0,4
98.0,2,0,4.56,1.47,1.87,7,0.9,4.24,2,2022.0,2
98.0,2,1,4.22,1.51,1.68,5,0.87,4.06,2,2015.0,4
96.0,0,3,3.34,1.6,1.62,4,0.86,4.08,2,2021.0,4
66.0,1,2,3.13,1.07,1.29,4,0.78,3.14,1,2021.0,3
91.0,1,2,3.21,1.37,1.56,4,0.77,3.7,2,2020.0,4
93.0,0,3,4.15,1.5,1.6,4,0.82,3.91,2,2020.0,4
57.0,1,2,3.34,1.22,1.47,6,0.86,3.55,0,2021.0,4
57.0,0,3,4.01,1.62,1.52,3,0.8,3.94,0,2021.0,3
93.0,1,2,3.59,1.41,1.56,7,0.74,3.71,0,2019.0,4
96.0,2,3,3.34,1.64,1.72,0,0.93,4.29,2,2021.0,4
89.0,1,2,3.33,1.34,1.35,4,0.74,3.44,0,2019.0,0
90.0,0,2,3.88,1.53,1.31,5,0.75,3.58,2,2019.0,3
81.0,0,3,3.34,1.41,1.52,3,0.76,3.69,0,2019.0,4
95.0,2,3,4.16,1.43,1.61,5,0.77,3.81,2,2018.0,4
96.0,1,2,3.67,1.49,1.54,4,0.9,3.92,2,2018.0,4
60.0,0,2,3.97,1.37,1.44,4,0.74,3.54,0,2021.0,3
87.0,1,2,3.77,1.29,1.4,4,0.71,3.4,0,2021.0,4
84.0,0,2,3.74,1.36,1.3,3,0.8,3.46,3,2021.0,3
77.0,0,3,3.88,1.31,1.48,3,0.75,3.53,0,2020.0,0
48.0,1,2,3.34,1.24,1.42,3,0.72,3.38,2,2021.0,0
79.0,2,3,4.22,1.66,1.47,6,0.7,3.83,2,2017.0,3
79.0,1,2,4.09,1.4,1.63,5,0.82,3.84,0,2022.0,0
53.0,0,2,3.34,1.33,1.42,5,0.88,3.63,2,2022.0,0
91.0,0,3,4.28,1.54,1.49,4,0.82,3.85,2,2015.0,4
96.0,0,3,3.91,1.42,1.54,4,0.7,3.66,3,2012.0,4
90.0,1,2,2.46,1.02,1.15,0,0.61,2.79,1,2021.0,0
95.0,1,2,3.68,1.44,1.58,5,0.74,3.77,2,2017.0,4
85.0,1,2,3.62,1.2,1.44,3,0.78,3.42,2,2019.0,4
97.0,0,2,3.98,1.48,1.45,4,0.7,3.63,2,2020.0,3
81.0,0,2,3.34,1.43,1.48,4,0.82,3.73,0,2021.0,4
95.0,0,3,3.92,1.47,1.51,3,0.78,3.76,2,2020.0,3
93.0,1,2,3.33,1.15,1.32,7,0.84,3.31,0,2020.0,0
91.0,1,2,3.42,1.21,1.38,3,0.78,3.37,0,2018.0,3
90.0,0,3,4.22,1.54,1.6,3,0.87,4.01,2,2021.0,2
98.0,0,3,4.22,1.39,1.47,3,0.82,3.67,2,2020.0,3
88.0,1,2,2.84,1.21,1.36,3,0.71,3.28,0,2021.0,0
94.0,0,2,4.06,1.36,1.41,5,0.72,3.49,0,2022.0,3
44.0,1,2,3.62,1.4,1.35,4,0.82,3.57,2,2019.0,0
40.0,0,3,3.34,1.39,1.5,3,0.92,3.81,2,2019.0,4
29.0,1,2,3.58,1.29,1.42,1,0.94,3.65,0,2020.0,4
75.0,1,2,4.01,1.4,1.62,3,0.91,3.93,2,2020.0,0
89.0,0,3,4.4,1.53,1.64,4,0.91,4.08,2,2021.0,4
83.0,0,2,3.34,1.4,1.47,4,0.81,3.68,2,2021.0,2
92.0,1,2,4.28,1.45,1.58,3,0.91,3.95,2,2020.0,4
95.0,0,2,4.1,1.61,1.48,4,0.7,3.79,2,2021.0,3
57.0,2,3,3.34,1.6,1.71,6,0.92,4.22,0,2019.0,4
100.0,0,3,4.34,1.23,1.76,5,0.92,3.91,0,2020.0,0
95.0,0,2,3.64,1.28,1.58,4,0.8,3.66,0,2020.0,1
77.0,0,3,3.52,1.58,1.69,3,0.87,4.13,2,2020.0,4
97.0,0,3,3.92,1.57,1.63,3,0.81,4.01,2,2020.0,4
80.0,0,2,3.31,1.14,1.41,4,0.88,3.43,3,2019.0,4
98.0,1,2,3.34,1.05,1.4,4,0.65,3.1,2,2020.0,0
96.0,0,2,3.31,0.93,1.5,3,0.83,3.26,0,2020.0,0
88.0,1,2,3.26,0.93,1.35,3,0.69,2.98,3,2020.0,0
93.0,1,2,3.66,1.2,1.48,4,0.72,3.4,0,2019.0,1
77.0,1,2,3.33,0.99,1.42,3,0.71,3.12,3,2019.0,0
91.0,0,2,4.05,1.02,1.64,4,0.89,3.56,2,2016.0,0
89.0,0,3,3.34,1.23,1.84,4,0.87,3.93,2,2020.0,0
96.0,0,2,4.09,1.02,1.61,1,0.74,3.37,0,2020.0,0
76.0,2,3,3.34,1.52,1.67,4,0.85,4.04,2,2020.0,4
70.0,1,2,3.34,1.13,1.28,3,0.74,3.15,2,2019.0,2
100.0,0,3,4.45,1.72,1.72,3,0.91,4.33,2,2020.0,4
71.0,2,3,3.34,1.54,1.64,5,0.84,4.02,2,2020.0,4
76.0,2,3,3.34,1.53,1.67,4,0.84,4.04,2,2019.0,4
74.0,0,3,4.28,1.62,1.67,3,0.9,4.18,2,2016.0,4
79.0,0,3,4.28,1.63,1.71,4,0.88,4.22,2,2020.0,4
79.0,0,3,4.4,1.67,1.67,3,0.87,4.21,0,2020.0,4
54.0,0,2,3.34,1.46,1.63,4,0.77,3.86,0,2019.0,4
62.0,0,2,3.34,1.36,1.47,3,0.8,3.63,2,2019.0,1
