RFP % Present,RFP Last Status,RFP Last Internal Rating,RFP Last TRACK Score,RFP Tech Ability,RFP Learnability,Last Graduation,RFP Communicability,RFP Avg TRACK Score,TechCategory,Year,Practice Head
79.0,0,3,4.22,1.67,1.7,5,0.86,4.23,0,2020.0,4
69.0,0,2,3.34,1.41,1.58,5,0.87,3.86,0,2020.0,1
51.0,1,2,3.34,1.39,1.39,3,0.72,3.51,2,2019.0,1
98.0,0,3,4.7,1.62,1.82,4,0.87,4.31,2,2018.0,1
83.0,0,2,3.94,1.22,1.43,5,0.74,3.39,1,2020.0,0
93.0,2,3,4.44,1.42,1.78,4,0.89,4.09,2,2020.0,2
100.0,0,3,3.98,1.52,1.58,3,0.86,3.96,0,2020.0,0
92.0,1,2,3.34,1.27,1.37,4,0.76,3.41,0,2015.0,4
75.0,0,3,3.62,1.38,1.45,4,0.74,3.57,2,2019.0,3
83.0,0,2,3.34,1.42,1.52,3,0.84,3.78,2,2018.0,2
97.0,1,2,4.22,1.43,1.54,4,0.9,3.87,2,2021.0,4
66.0,0,2,4.04,1.32,1.51,3,0.77,3.59,2,2017.0,2
82.0,1,2,3.45,1.26,1.4,3,0.82,3.48,0,2021.0,0
98.0,0,3,4.16,1.59,1.61,4,0.81,4.0,3,2019.0,4
95.0,0,2,3.74,1.45,1.55,4,0.79,3.78,0,2017.0,4
89.0,0,2,3.34,1.39,1.54,6,0.84,3.77,2,2020.0,4
89.0,1,2,3.79,1.38,1.43,4,0.78,3.59,2,2021.0,3
88.0,0,2,3.8,1.4,1.58,4,0.82,3.8,3,2019.0,4
68.0,1,2,3.58,1.26,1.45,4,0.91,3.63,2,2019.0,4
43.0,0,2,3.49,1.33,1.26,5,0.8,3.39,3,2018.0,0
65.0,2,2,4.43,1.46,1.63,3,0.75,3.84,0,2018.0,3
97.0,0,2,3.8,1.4,1.7,4,0.7,3.8,3,2016.0,4
100.0,0,2,3.6,1.2,1.43,3,0.79,3.41,2,2019.0,3
96.0,0,2,3.73,1.31,1.44,4,0.8,3.54,2,2018.0,3
96.0,0,2,3.55,1.27,1.37,0,0.79,3.43,0,2019.0,3
62.0,1,2,3.49,1.38,1.32,4,0.76,3.46,0,2019.0,2
85.0,1,3,3.89,1.35,1.44,3,0.85,3.63,0,2018.0,4
88.0,0,3,4.4,1.67,1.68,3,1.0,4.35,2,2018.0,4
86.0,0,2,3.8,1.43,1.46,0,0.78,3.67,2,2020.0,3
77.0,0,2,3.89,1.24,1.48,4,0.82,3.54,2,2016.0,0
92.0,2,3,4.27,1.49,1.55,4,0.83,3.87,0,2018.0,3
100.0,0,2,4.34,1.51,1.62,4,0.87,4.0,2,2017.0,3
93.0,0,2,3.92,1.36,1.62,5,0.82,3.8,2,2020.0,2
100.0,0,2,4.04,1.21,1.4,3,0.81,3.42,0,2019.0,0
75.0,1,2,3.34,1.22,1.43,3,0.81,3.46,2,2020.0,3
84.0,2,3,3.34,1.48,1.67,4,0.96,4.11,2,2020.0,4
96.0,0,2,3.65,1.2,1.38,4,0.73,3.32,0,2019.0,0
40.0,1,2,3.34,1.33,1.4,6,0.76,3.49,2,2019.0,0
60.0,0,2,3.72,1.38,1.58,4,0.76,3.72,0,2018.0,0
88.0,0,3,3.66,1.35,1.46,3,0.7,3.51,2,2020.0,0
46.0,1,2,3.34,1.09,1.56,3,0.82,3.47,2,2021.0,2
85.0,0,3,3.35,1.27,1.42,4,0.73,3.42,2,2021.0,0
85.0,0,2,3.74,1.13,1.42,3,0.67,3.22,2,2018.0,2
92.0,0,2,3.99,1.31,1.52,3,0.75,3.58,0,2019.0,0
100.0,0,3,3.82,1.45,1.5,8,0.87,3.82,2,2022.0,0
36.0,1,2,3.34,1.23,1.47,4,0.82,3.52,2,2018.0,2
98.0,1,2,3.39,1.21,1.55,4,0.83,3.58,2,2018.0,2
34.0,0,3,3.34,1.54,1.76,3,0.9,4.2,2,2021.0,2
80.0,0,3,4.16,1.38,1.69,3,0.84,3.91,2,2019.0,2
77.0,0,2,3.34,1.39,1.57,0,0.81,3.76,2,2021.0,4
98.0,0,3,4.34,1.47,1.58,3,0.95,4.0,0,2021.0,4
80.0,0,2,3.61,1.29,1.49,4,0.77,3.55,3,2019.0,0
63.0,0,2,3.89,1.34,1.61,3,0.94,3.89,0,2020.0,4
83.0,0,2,3.41,1.37,1.39,4,0.72,3.47,3,2021.0,3
37.0,2,3,3.34,1.48,1.82,3,0.88,4.18,0,2022.0,0
27.0,0,2,3.34,1.2,1.6,4,0.84,3.64,2,2020.0,2
17.0,1,2,3.56,1.38,1.49,4,0.8,3.67,2,2017.0,4
100.0,0,2,4.02,1.5,1.63,3,0.89,4.02,2,2019.0,4
87.0,0,3,3.77,1.44,1.5,5,0.75,3.69,2,2019.0,3
93.0,0,3,3.34,1.41,1.61,3,0.81,3.84,3,2018.0,4
98.0,0,2,3.86,1.42,1.55,5,0.8,3.77,2,2019.0,4
93.0,0,2,3.71,1.3,1.45,3,0.72,3.48,3,2021.0,4
50.0,1,2,3.41,1.44,1.42,3,0.82,3.68,0,2016.0,0
71.0,2,3,4.46,1.72,1.66,6,0.95,4.32,2,2022.0,3
92.0,0,2,4.0,1.41,1.42,3,0.67,3.49,3,2017.0,3
96.0,0,2,3.49,1.26,1.38,4,0.9,3.53,0,2017.0,0
100.0,0,2,3.98,1.39,1.46,3,0.85,3.7,2,2022.0,0
29.0,1,2,3.44,1.37,1.4,4,0.84,3.61,0,2016.0,4
98.0,0,3,4.15,1.51,1.7,3,0.94,4.15,0,2013.0,4
94.0,1,2,2.65,0.79,1.33,7,0.76,2.88,1,2020.0,0
69.0,0,3,3.56,1.4,1.48,3,0.73,3.6,2,2021.0,0
92.0,0,3,3.87,1.34,1.64,5,0.84,3.82,0,2021.0,4
71.0,0,2,3.81,1.35,1.52,4,0.53,3.39,0,2019.0,2
96.0,0,2,4.23,1.56,1.57,2,0.68,3.81,2,2021.0,2
94.0,1,2,3.2,1.3,1.42,3,0.74,3.45,1,2020.0,3
98.0,0,3,4.18,1.54,1.65,4,0.88,4.06,2,2019.0,4
93.0,0,3,4.11,1.53,1.62,4,0.91,4.06,2,2019.0,4
100.0,2,3,4.4,1.8,1.67,2,0.85,4.32,2,65.0,4
80.0,2,3,4.46,1.85,1.69,2,0.83,4.37,2,72.0,4
74.0,0,3,3.92,1.37,1.43,5,0.75,3.54,0,2016.0,3
100.0,2,3,4.7,1.69,1.75,2,0.86,4.31,2,2021.0,2
100.0,0,2,4.15,1.44,1.51,4,0.72,3.67,3,2018.0,2
95.0,0,3,4.04,1.38,1.52,3,0.87,3.77,2,2019.0,4
97.0,0,3,3.92,1.39,1.55,3,0.69,3.61,2,2019.0,4
95.0,0,3,4.04,1.38,1.54,3,0.78,3.69,2,2019.0,4
97.0,0,2,4.1,1.46,1.6,6,0.85,3.9,2,2019.0,4
98.0,1,2,3.41,1.33,1.43,4,0.67,3.43,2,2020.0,4
98.0,1,2,3.85,1.37,1.51,3,0.71,3.59,2,2019.0,4
83.0,2,3,4.12,1.42,1.58,4,0.82,3.83,0,2016.0,0
99.0,2,3,4.12,1.55,1.58,3,0.84,3.97,0,2020.0,0
61.0,1,2,2.51,0.7,1.19,0,0.63,2.52,1,2022.0,0
74.0,1,2,2.8,1.16,1.17,3,0.59,2.92,1,2021.0,2
98.0,2,3,4.7,1.55,1.78,3,0.98,4.31,2,2020.0,3
71.0,0,3,4.34,1.49,1.71,3,0.97,4.17,0,2020.0,3
94.0,2,3,3.8,1.48,1.54,2,0.75,3.77,2,2018.0,3
95.0,1,2,3.33,1.3,1.31,4,0.83,3.44,2,2020.0,2
100.0,2,3,3.98,1.58,1.63,4,0.84,4.05,2,2015.0,3
94.0,0,2,3.79,1.47,1.44,4,0.7,3.6,2,2019.0,2
74.0,1,2,3.01,1.17,1.29,4,0.67,3.12,1,2021.0,3
96.0,2,3,3.8,1.48,1.47,4,0.74,3.69,0,2019.0,3
100.0,2,3,3.8,1.51,1.5,4,0.73,3.74,0,2016.0,3
100.0,2,3,3.92,1.51,1.55,4,0.75,3.81,2,2021.0,3
73.0,2,3,4.34,1.57,1.54,4,0.94,4.05,0,2018.0,3
89.0,2,3,4.16,1.62,1.65,7,0.87,4.14,2,2018.0,3
100.0,2,3,4.28,1.6,1.66,3,0.78,4.04,0,2019.0,3
97.0,0,3,3.98,1.52,1.46,2,0.72,3.69,1,2017.0,3
92.0,1,2,3.39,1.05,1.41,5,0.96,3.41,0,2020.0,0
92.0,1,2,3.44,1.05,1.39,4,0.94,3.37,0,2016.0,0
98.0,0,3,4.08,1.44,1.76,3,0.8,4.0,0,2018.0,0
56.0,1,2,2.94,0.94,1.32,4,0.7,2.96,1,2020.0,0
100.0,0,3,3.72,1.46,1.44,3,0.96,3.86,2,2021.0,0
98.0,1,3,3.56,0.99,1.3,4,0.93,3.22,2,2021.0,0
74.0,0,3,3.65,1.29,1.38,4,0.99,3.66,2,2020.0,0
94.0,0,3,4.03,1.57,1.55,3,0.83,3.95,2,2018.0,0
92.0,0,3,4.08,1.54,1.63,2,0.84,4.01,2,2021.0,4
98.0,0,3,4.15,1.51,1.7,4,0.94,4.15,2,2018.0,4
94.0,0,3,3.64,1.48,1.48,3,0.81,3.77,2,2017.0,4
100.0,0,3,4.21,1.52,1.69,3,0.98,4.19,2,2017.0,4
92.0,0,3,3.75,1.54,1.65,4,0.74,3.92,2,2018.0,4
93.0,0,3,4.19,1.51,1.66,3,0.89,4.07,2,2019.0,0
100.0,0,2,3.9,1.24,1.54,3,0.81,3.58,2,2017.0,0
98.0,0,3,3.77,1.36,1.56,3,0.82,3.74,2,2019.0,0
82.0,0,3,3.98,1.29,1.44,2,0.74,3.46,2,2020.0,0
72.0,0,2,3.67,1.37,1.38,5,0.74,3.49,2,2014.0,3
72.0,0,2,4.1,1.63,1.58,3,0.84,4.05,2,2021.0,3
72.0,0,2,3.92,1.5,1.5,3,0.79,3.79,2,2017.0,3
78.0,0,2,4.03,1.61,1.64,4,0.75,4.0,2,2018.0,3
78.0,0,2,4.02,1.69,1.65,4,0.77,4.12,2,2018.0,3
99.0,0,2,3.74,1.38,1.4,6,0.75,3.53,2,2019.0,3
77.0,0,2,3.54,1.47,1.47,4,0.72,3.66,2,2016.0,3
95.0,1,2,3.14,1.38,1.34,4,0.68,3.41,2,2018.0,3
95.0,0,2,3.42,1.4,1.47,2,0.7,3.58,2,2019.0,3
88.0,2,3,3.53,1.53,1.62,2,0.81,3.96,2,2019.0,0
72.0,0,2,3.56,1.46,1.48,2,0.73,3.67,2,2018.0,3
85.0,0,2,3.35,1.25,1.35,4,0.76,3.36,2,2020.0,2
91.0,0,2,3.8,1.47,1.48,3,0.8,3.75,2,2019.0,2
64.0,1,2,3.34,1.14,1.34,4,0.72,3.2,1,2020.0,2
73.0,0,2,3.54,1.31,1.44,2,0.8,3.55,0,2019.0,2
79.0,0,3,4.12,1.52,1.47,2,0.93,3.92,0,2020.0,4
99.0,0,3,4.37,1.51,1.58,3,0.95,4.03,2,2021.0,4
58.0,0,2,3.35,1.22,1.44,2,0.73,3.39,0,2021.0,0
78.0,0,3,4.03,1.4,1.49,2,0.85,3.74,0,2021.0,4
66.0,1,4,3.22,1.3,1.35,3,0.72,3.37,1,2021.0,4
81.0,0,3,4.02,1.39,1.5,3,0.76,3.66,0,2020.0,4
81.0,0,3,4.25,1.41,1.52,2,0.9,3.83,0,2021.0,4
100.0,1,2,3.43,1.3,1.39,4,0.7,3.39,0,2015.0,4
100.0,0,3,3.94,1.4,1.45,4,0.81,3.66,2,2017.0,4
80.77,0,2,3.87,1.4,1.45,4,0.89,3.74,0,2019.0,4
86.76,1,2,3.57,1.37,1.48,2,0.7,3.54,0,2016.0,4
93.55,0,2,3.92,1.52,1.63,2,0.82,3.97,2,2021.0,4
95.31,0,2,4.12,1.59,1.64,4,0.77,4.0,2,2018.0,2
92.19,0,2,3.91,1.56,1.52,4,0.72,3.8,2,2016.0,2
58.49,0,2,3.74,1.42,1.42,4,0.73,3.58,0,2019.0,2
82.81,0,2,3.54,1.39,1.47,3,0.77,3.63,2,2020.0,2
98.44,0,3,4.22,1.71,1.69,4,0.87,4.27,2,2019.0,2
96.88,0,3,4.34,1.72,1.73,4,0.84,4.29,2,2018.0,2
92.19,0,2,4.1,1.49,1.62,3,0.83,3.94,2,2021.0,2
69.35,2,3,4.46,1.5,1.51,4,0.83,3.83,2,2021.0,3
85.48,0,2,3.73,1.49,1.24,4,0.74,3.47,0,2019.0,3
67.65,1,2,3.6,1.3,1.47,4,0.85,3.62,2,2017.0,0
97.1,0,3,4.7,1.64,1.71,3,0.98,4.33,2,2018.0,2
97.1,0,3,4.7,1.81,1.91,3,0.99,4.71,2,2018.0,2
95.0,2,3,4.19,1.36,1.62,4,0.87,3.84,2,2021.0,2
88.33,0,2,3.61,1.29,1.6,4,0.83,3.71,0,2019.0,2
86.67,0,3,4.02,1.37,1.6,3,0.82,3.79,2,2019.0,0
98.25,0,2,3.16,1.34,1.48,1,0.93,3.91,0,2021.0,0
60.0,0,3,3.74,1.2,1.48,4,0.79,3.47,0,2019.0,0
85.0,1,2,3.72,1.29,1.6,5,0.79,3.68,2,2022.0,0
78.33,1,2,3.29,1.23,1.52,4,0.75,3.5,0,2020.0,0
81.67,1,2,3.48,1.23,1.5,4,0.69,3.43,0,2018.0,0
85.0,0,3,3.67,1.31,1.56,4,0.81,3.68,2,2019.0,0
83.33,2,3,4.2,1.55,1.65,1,0.86,4.06,2,2020.0,0
87.3,0,3,3.68,1.42,1.45,4,0.75,3.61,2,2019.0,0
71.43,0,3,3.5,1.37,1.45,0,0.79,3.6,0,2020.0,0
95.24,1,2,3.34,1.38,1.38,3,0.75,3.51,3,2019.0,0
93.65,1,2,3.34,1.32,1.37,4,0.73,3.42,2,2020.0,0
100.0,0,3,3.5,1.4,1.38,3,0.78,3.56,2,2021.0,0
87.27,0,3,4.04,1.86,1.48,2,0.75,4.09,2,2019.0,4
87.3,1,2,3.33,1.31,1.38,3,0.72,3.41,0,2021.0,0
98.28,0,3,4.1,1.59,1.48,3,0.77,3.84,0,2018.0,3
98.28,0,3,4.16,1.6,1.48,4,0.78,3.86,2,2019.0,3
77.59,1,3,3.92,1.29,1.4,4,0.79,3.48,2,2021.0,3
98.28,0,3,3.86,1.58,1.45,4,0.75,3.79,2,2019.0,3
100.0,1,2,2.86,0.95,1.25,4,0.71,2.9,1,2021.0,3
93.33,0,2,3.36,1.35,1.43,5,0.72,3.49,0,2017.0,0
83.33,0,2,3.42,1.33,1.43,3,0.7,3.46,2,2018.0,0
80.0,0,2,3.28,1.33,1.41,3,0.73,3.47,2,2017.0,0
51.67,0,2,3.35,1.3,1.45,3,0.82,3.57,2,2017.0,0
75.86,0,2,3.77,1.49,1.61,3,0.73,3.82,0,2021.0,4
100.0,0,3,4.06,1.5,1.68,3,0.77,3.95,2,2021.0,4
45.98,0,2,3.91,1.47,1.51,0,0.78,3.76,2,2020.0,4
94.12,0,3,4.0,1.49,1.57,5,0.77,3.83,2,2020.0,4
97.06,0,3,4.0,1.52,1.58,3,0.75,3.85,2,2020.0,4
97.06,0,3,4.07,1.52,1.58,3,0.74,3.84,0,2020.0,4
95.59,1,2,3.82,1.43,1.52,7,0.75,3.7,2,2019.0,4
100.0,0,3,4.21,1.63,1.6,4,0.94,4.17,2,2020.0,4
93.55,1,2,3.8,1.44,1.62,3,0.76,3.82,2,2019.0,4
84.75,1,2,3.78,1.51,1.52,4,0.76,3.79,3,2018.0,4
95.16,0,3,4.04,1.43,1.59,4,0.79,3.81,0,2017.0,4
95.16,1,2,3.8,1.5,1.56,4,0.94,4.0,2,2019.0,4
83.87,0,3,4.22,1.59,1.56,6,0.98,4.13,0,2019.0,4
57.47,0,3,4.09,1.55,1.63,3,0.94,4.12,2,2020.0,4
63.33,0,3,3.9,1.22,1.6,6,0.9,3.72,2,2019.0,0
98.33,1,2,3.49,1.18,1.56,4,0.82,3.56,2,2021.0,0
81.67,0,3,3.98,1.33,1.6,5,0.86,3.78,0,2019.0,0
91.67,0,3,3.92,1.32,1.54,5,0.86,3.72,2,2020.0,0
91.38,1,2,3.98,1.5,1.57,2,0.83,3.89,0,2020.0,0
75.0,0,3,3.92,1.25,1.51,6,0.83,3.59,2,2021.0,0
88.24,0,3,4.22,1.59,1.71,7,0.74,4.04,2,2018.0,4
91.18,0,3,4.16,1.54,1.55,4,0.74,3.84,2,2020.0,4
86.67,1,3,3.25,1.18,1.36,9,0.63,3.17,1,2017.0,4
88.0,1,2,3.57,1.28,1.35,4,0.77,3.4,0,2018.0,0
92.0,1,2,3.65,1.41,1.57,5,0.81,3.79,0,2017.0,0
83.33,2,3,4.46,1.65,1.72,2,0.89,4.26,2,2019.0,0
100.0,0,3,4.28,1.74,1.66,4,0.88,4.28,2,2018.0,0
91.23,0,2,3.38,1.14,1.4,4,0.85,3.6,0,2021.0,0
98.0,1,2,3.73,1.44,1.55,3,0.95,3.94,2,2020.0,0
100.0,0,3,4.14,1.31,1.43,1,0.93,3.84,0,2019.0,0
100.0,0,3,4.14,1.305714286,1.428571429,1,0.9314285714,3.84,2,2019.0,0
100.0,0,3,4.34,1.6875,1.59,4,0.94,4.22,2,2018.0,0
100.0,1,2,3.92,1.511111111,1.611111111,4,0.7733333333,3.9,2,2017.0,3
70.97,1,2,3.36,1.4875,1.49,4,0.76,3.74,2,2018.0,3
90.32,0,2,4.16,1.537,1.419,3,0.9025,3.86,2,2021.0,3
100.0,0,2,4.11,1.377142857,1.484285714,2,0.625,3.49,1,2021.0,3
75.81,2,3,4.505,1.7075,1.6475,4,0.86875,4.22,2,2020.0,3
75.81,2,3,4.505,1.73,1.655,4,0.85,4.24,2,2019.0,3
98.39,0,2,3.98,1.568,1.564,3,0.70375,3.84,2,2017.0,3
44.07,0,3,3.73,1.61,1.375,2,0.7,3.69,2,2022.0,2
88.1,0,2,3.7725,1.515714286,1.481428571,1,0.55,3.55,0,2018.0,3
96.72,0,2,4.22,1.457777778,1.7,4,0.8933333333,4.05,2,2019.0,3
90.16,0,2,3.6,1.326666667,1.384444444,3,0.82,3.53,0,2020.0,3
81.97,0,2,4.22,1.5725,1.64,4,0.9025,4.12,0,2016.0,3
95.08,0,2,3.6,1.312222222,1.403333333,4,0.8733333333,3.59,2,2019.0,3
98.36,0,2,4.28,1.533333333,1.72,3,0.84,4.09,2,2019.0,3
100.0,1,4,3.33,1.38,1.371428571,2,0.7714285714,3.52,1,2018.0,4
85.0,1,2,3.67,1.258333333,1.568333333,2,0.83,3.66,2,2019.0,0
68.33,1,2,3.05,1.253333333,1.208333333,0,0.5833333333,3.05,1,2018.0,0
90.38,0,2,3.325,1.2075,1.476666667,3,0.74,3.42,2,2022.0,0
76.92,0,3,3.575,1.316875,1.49,8,0.775,3.58,0,2021.0,0
75.0,2,0,3.935,1.58125,1.685,5,0.82,4.09,2,2022.0,0
100.0,0,2,3.5,1.3125,1.41,3,0.7125,3.44,2,2017.0,0
98.08,0,3,3.68,1.33625,1.5325,1,0.725,3.59,2,2021.0,0
64.15,0,2,3.74,1.328,1.452,1,0.696,3.48,0,2019.0,2
62.26,1,2,2.87,1.12,1.134,3,0.574,2.83,1,2020.0,2
58.49,1,2,2.66,1.148,1.106,4,0.518,2.77,1,2020.0,2
96.77,0,3,4.1,1.65,1.54,3,0.82,4.01,2,2021.0,4
93.55,1,2,3.74,1.595,1.5,3,0.77,3.87,2,2018.0,4
77.55,1,2,3.43,1.525,1.445,2,0.715,3.69,1,2021.0,4
89.06,0,2,3.83,1.295,1.6275,5,0.88,3.8,2,2020.0,0
87.5,0,3,4.035,1.19125,1.49,2,0.835,3.52,2,2018.0,0
95.65,0,3,4.46,1.704444444,1.86,4,0.9466666667,4.51,2,2018.0,2
72.06,1,2,3.4225,1.08,1.335,2,0.755,3.17,1,2018.0,0
94.2,0,3,4.46,1.44875,1.57875,4,0.865,3.89,2,2020.0,2
57.97,2,0,4.76,1.72,1.79,5,0.95,4.46,2,2017.0,2
87.04,0,2,3.54,1.273333333,1.67,2,0.7333333333,3.68,2,2017.0,2
57.97,2,0,4.76,1.84,1.83,6,1.0,4.67,2,2019.0,2
94.2,1,2,3.5,1.4075,1.4225,2,0.69875,3.53,2,2018.0,2
96.23,0,3,4.04,1.511111111,1.612222222,5,0.7933333333,3.92,2,2019.0,3
100.0,1,2,3.85,1.427777778,1.58,3,0.7577777778,3.77,2,2021.0,3
96.23,1,2,3.41,1.41125,1.4975,3,0.745,3.65,2,2022.0,3
84.75,0,3,3.8,1.47,1.44375,2,0.6825,3.6,2,2019.0,2
94.34,1,2,3.44,1.381875,1.42625,3,0.7825,3.59,2,2020.0,3
62.69,0,2,3.56,1.375,1.46,2,0.76,3.6,1,2016.0,2
92.86,0,2,3.73,1.312857143,1.491428571,2,0.7771428571,3.58,0,2021.0,2
93.22,0,2,3.22,1.357142857,1.321428571,7,0.6857142857,3.36,1,2018.0,4
96.61,0,3,4.04,1.706428571,1.502857143,4,0.7942857143,4.0,2,2018.0,4
88.14,0,3,4.04,1.6735,1.47,5,0.76,3.9,0,2018.0,4
93.22,0,3,4.09,1.592916667,1.56,4,0.84,3.99,2,2020.0,4
91.53,1,2,3.92,1.557142857,1.487142857,0,0.7942857143,3.84,2,2021.0,4
91.53,0,3,4.04,1.716666667,1.53,4,0.78,4.03,2,2018.0,4
98.55,0,2,3.4,1.4125,1.386666667,5,0.8,3.6,3,2016.0,2
98.55,0,2,3.67,1.519166667,1.56,5,0.85,3.93,2,2021.0,2
97.1,2,3,4.16,1.682727273,1.623636364,4,0.8527272727,4.16,2,2021.0,2
100.0,2,3,4.1,1.688181818,1.58,4,0.7863636364,4.05,2,2020.0,2
100.0,0,2,3.68,1.579090909,1.509090909,4,0.7436363636,3.83,2,2020.0,2
100.0,0,2,4.04,1.613636364,1.595454545,4,0.7281818182,3.94,2,2019.0,2
91.3,0,2,3.61,1.473636364,1.476363636,3,0.7227272727,3.67,0,2020.0,2
100.0,0,2,3.8,1.574166667,1.579166667,3,0.86,4.01,0,2019.0,2
97.1,0,2,3.61,1.464375,1.434166667,5,0.7575,3.66,0,2021.0,2
100.0,0,2,4.27,1.632857143,1.524285714,2,0.7453571429,3.9,2,2020.0,3
98.11,0,3,4.04,1.597142857,1.665714286,3,0.8028571429,4.07,2,2021.0,2
96.23,1,2,3.74,1.427142857,1.434285714,3,0.7257142857,3.59,0,2020.0,2
100.0,1,2,3.66,1.405714286,1.477142857,2,0.7771428571,3.66,2,2021.0,2
100.0,0,3,4.04,1.58,1.6375,3,0.7975,4.02,2,2020.0,2
96.23,0,3,3.98,1.52,1.55,4,0.7525,3.82,2,2019.0,2
98.11,1,2,3.68,1.43,1.5125,4,0.745,3.69,2,2018.0,2
92.16,2,3,3.91,1.486666667,1.536666667,3,0.81,3.83,2,2022.0,0
80.39,0,3,3.85,1.48375,1.473333333,2,0.78,3.74,0,2022.0,0
78.43,1,2,3.66,1.267916667,1.378333333,3,0.79,3.44,2,2022.0,0
70.0,1,2,3.54,1.226,1.46,2,0.666,3.35,1,2020.0,0
85.0,1,2,3.72,1.286,1.528,1,0.676,3.49,0,2018.0,0
94.12,0,3,3.51,1.24375,1.405,2,0.97,3.62,1,2019.0,4
78.33,1,2,3.18,1.168,1.614,2,0.528,3.31,1,2022.0,0
92.16,0,3,3.86,1.373333333,1.471666667,4,0.7683333333,3.61,2,2021.0,0
66.67,1,2,3.5,1.136,1.454,2,0.552,3.14,1,2022.0,0
95.92,1,2,3.43,1.48,1.445,2,0.745,3.67,0,2019.0,4
97.5,1,3,3.19,1.2,1.22,1,0.7,3.12,1,2020.0,4
87.5,0,3,3.79,1.4,1.43,2,0.93,3.75,2,2021.0,4
97.5,0,3,3.72,1.4,1.36,2,0.93,3.69,2,2021.0,4
100.0,0,3,4.34,1.7,1.753333333,2,0.8666666667,4.32,2,2022.0,0
